applicant_id,name,age,gender,state,district,lat,lng,employment,monthly_income_inr,loan_type,loan_amount_inr,loan_tenure_months,is_agricultural,crop_type,land_acres,ndvi_score,rainfall_30d_mm,phone,email,device,browser,application_timestamp,cibil_score,existing_loans,default_history,dti,default_probability,outcome,app_velocity_30d,email_age_days,phone_age_days,ip_geo_mismatch,device_shared_count_30d,disposable_email,fraud_score
APP000243,Applicant 243,21,F,MP,Indore,22.4992,76.0907,Self Employed Business,24361,Used Car,387000,48,0,,0.0,0.0,0.0,+919513450309,arjun73@yandex.com,Android-Xiaomi,Firefox,2026-08-10T18:53:00,616,0,0,0.007,0.0268,2,1,1388,1739,1,0,1,0.8808
APP000244,Applicant 244,35,F,Gujarat,Surat,20.9005,72.4779,Farmer,30736,Used Car,255000,48,1,Cotton,9.91,0.74,-4.8,+918602891324,rahul83@gmail.com,Android-Realme,Edge,2026-08-23T10:22:00,658,1,0,0.004,0.0338,2,1,1420,30,0,0,0,0.1831
APP000245,Applicant 245,47,F,Gujarat,Surat,21.4289,72.4414,Salaried,38904,Tractor,1043000,60,1,Cotton,8.38,0.47,-63.8,+919956426322,kavita22@yandex.com,Other-Android,Firefox,2026-08-12T20:31:00,565,2,0,0.01,0.0348,0,1,867,1150,0,0,1,0.6225
APP000246,Applicant 246,22,F,Andhra,Guntur,16.156,80.3266,Daily Wage,12303,Consumer Durable,9000,12,0,,0.0,0.0,0.0,+917500645663,priya12@rediffmail.com,iPhone,Opera,2026-08-17T20:21:00,677,1,0,0.001,0.0429,1,2,1208,1149,0,0,0,0.2227
APP000247,Applicant 247,22,M,Karnataka,Belagavi,15.536,74.7321,Homemaker,6034,Two Wheeler,94000,24,0,,0.0,0.0,0.0,+917080772905,deepa65@gmail.com,Other-Android,Opera,2026-08-02T15:07:00,617,0,0,0.011,0.0365,2,2,923,1576,0,1,0,0.3208
APP000248,Applicant 248,39,M,Karnataka,Mysuru,12.3189,76.812,Farmer,23708,Consumer Durable,31000,12,1,Soybean,7.55,0.662,41.9,+919168568631,pooja18@gmail.com,Android-Realme,Safari,2026-08-25T16:00:00,661,0,0,0.002,0.0187,1,1,162,262,0,0,0,0.1824
APP000249,Applicant 249,42,M,Karnataka,Mysuru,12.2925,76.5284,Self Employed Business,23369,Two Wheeler,120000,24,0,,0.0,0.0,0.0,+917530924113,deepa24@yandex.com,Android-Realme,Opera,2026-08-24T08:05:00,771,0,0,0.005,0.0157,1,2,341,542,0,0,1,0.6792
APP000250,Applicant 250,39,F,Maharashtra,Nashik,20.1352,73.7069,Gig Worker,21489,Personal Loan,130000,24,0,,0.0,0.0,0.0,+919043016282,kavita32@gmail.com,Other-Android,InApp,2026-08-22T09:07:00,683,1,0,0.006,0.0315,1,4,1986,1153,0,0,0,0.3208
APP000251,Applicant 251,37,F,Maharashtra,Aurangabad,19.7611,75.4766,Farmer,21510,Personal Loan,110000,24,0,,0.0,0.0,0.0,+919499321452,pooja44@tempmail.com,iPhone,Edge,2026-08-17T12:09:00,574,1,0,0.005,0.0453,0,1,1,916,0,0,1,0.6231
APP000252,Applicant 252,47,F,Tamil Nadu,Salem,11.6565,77.9553,Farmer,18863,Three Wheeler,225000,36,1,Cotton,1.38,0.389,-9.3,+919001548533,anita47@tempmail.com,Android-Realme,Opera,2026-08-18T08:48:00,510,2,0,0.007,0.0681,0,1,593,1525,0,1,1,0.7311
APP000253,Applicant 253,34,F,MP,Indore,22.8477,76.006,Self Employed Business,27968,Two Wheeler,54000,24,0,,0.0,0.0,0.0,+918671087985,deepa24@yandex.com,Other-Android,Edge,2026-08-16T16:54:00,653,1,0,0.002,0.0344,2,1,478,367,0,0,1,0.6225
APP000254,Applicant 254,44,F,Tamil Nadu,Madurai,9.8547,77.765,Farmer,22340,Consumer Durable,15000,12,0,,0.0,0.0,0.0,+918634550216,suresh64@outlook.com,Android-Xiaomi,Safari,2026-08-08T18:19:00,570,0,1,0.001,0.0606,0,1,654,1497,1,0,0,0.5
APP000255,Applicant 255,44,F,MP,Indore,22.7776,76.1044,Farmer,26321,Three Wheeler,209000,36,0,,0.0,0.0,0.0,+918359418693,manoj83@rediffmail.com,Android-Samsung,InApp,2026-08-22T11:21:00,502,1,0,0.005,0.0573,0,2,1484,1361,0,0,0,0.2227
APP000256,Applicant 256,32,M,Telangana,Warangal,18.0424,79.4128,Salaried,26298,Two Wheeler,69000,24,0,,0.0,0.0,0.0,+917970172879,pooja21@tempmail.com,Other-Android,Opera,2026-08-16T14:13:00,787,0,0,0.002,0.009,1,1,224,882,0,0,1,0.6225
APP000257,Applicant 257,32,M,Karnataka,Tumakuru,13.4678,77.3594,Farmer,21223,Personal Loan,68000,24,0,,0.0,0.0,0.0,+919217165688,priya83@rediffmail.com,iPhone,Firefox,2026-08-21T16:51:00,539,0,0,0.003,0.0346,0,1,446,240,0,0,0,0.1824
APP000258,Applicant 258,48,M,Tamil Nadu,Tirunelveli,8.4047,77.5102,Farmer,14572,Used Car,395000,48,1,Wheat,7.93,0.771,-22.8,+918101429904,pooja40@rediffmail.com,Android-Xiaomi,Firefox,2026-08-15T15:35:00,703,0,0,0.012,0.0167,1,1,1092,1039,0,0,0,0.1824
APP000259,Applicant 259,21,M,Rajasthan,Jaipur,26.8299,76.0591,Salaried,25797,Two Wheeler,92000,24,0,,0.0,0.0,0.0,+918279810812,suresh62@outlook.com,Android-Xiaomi,Safari,2026-08-04T17:47:00,663,0,0,0.003,0.0139,1,1,1,314,0,0,0,0.1829
APP000260,Applicant 260,30,M,Bihar,Patna,25.3342,85.5135,Daily Wage,12396,Consumer Durable,57000,12,0,,0.0,0.0,0.0,+918013346322,manoj37@yahoo.com,iPhone,Edge,2026-08-09T21:37:00,681,1,0,0.008,0.0429,1,2,1554,380,0,0,0,0.2227
APP000261,Applicant 261,39,M,Gujarat,Surat,20.9726,72.7389,Salaried,23751,Used Car,226000,48,0,,0.0,0.0,0.0,+917149505352,ramesh98@tempmail.com,Feature-Phone,InApp,2026-08-12T20:43:00,579,2,0,0.004,0.0404,0,3,1,1890,0,1,1,0.818
APP000262,Applicant 262,38,M,Tamil Nadu,Salem,11.4835,77.8101,Daily Wage,13094,Mobile Loan,22000,9,0,,0.0,0.0,0.0,+918884828544,kavita92@rediffmail.com,iPhone,Edge,2026-08-24T14:59:00,660,0,0,0.003,0.031,1,2,1,635,0,0,0,0.2232
APP000263,Applicant 263,27,M,Bihar,Muzaffarpur,26.0414,85.4673,Daily Wage,10691,Two Wheeler,106000,24,0,,0.0,0.0,0.0,+919706500866,deepa92@yahoo.com,Android-Realme,Opera,2026-08-03T09:10:00,632,1,0,0.009,0.0506,2,3,649,602,0,0,0,0.2689
APP000264,Applicant 264,42,F,UP,Lucknow,26.7408,80.861,Gig Worker,24523,Used Commercial Vehicle,650000,48,0,,0.0,0.0,0.0,+918406947246,arjun35@gmail.com,iPhone,Opera,2026-08-08T08:01:00,729,0,0,0.012,0.0184,1,4,1,1247,0,1,0,0.4385
APP000265,Applicant 265,42,F,Maharashtra,Latur,18.1036,76.7313,Self Employed Business,19676,Used Car,428000,48,0,,0.0,0.0,0.0,+919258455735,manoj68@tempmail.com,Android-Xiaomi,Firefox,2026-08-10T19:31:00,628,0,0,0.01,0.026,2,2,1220,2174,0,0,1,0.6792
APP000266,Applicant 266,45,F,Gujarat,Surat,21.337,73.02,Salaried,33705,Tractor,725000,60,1,Paddy,7.94,0.804,28.6,+918388330907,manoj97@yahoo.com,Android-Realme,Chrome,2026-08-04T16:03:00,740,3,0,0.008,0.0283,1,2,1,253,0,0,0,0.2232
APP000267,Applicant 267,21,F,Tamil Nadu,Madurai,10.0934,78.0661,Farmer,9000,Three Wheeler,343000,36,1,Soybean,2.56,0.366,12.5,+918456752978,deepa26@gmail.com,Android-Realme,Chrome,2026-08-11T08:08:00,701,0,0,0.023,0.0172,1,1,1,1542,0,1,0,0.2695
APP000268,Applicant 268,46,M,UP,Varanasi,24.9463,82.7821,Self Employed Business,12567,Tractor,1066000,60,1,Vegetables,11.11,0.722,-38.1,+917811405047,priya16@yahoo.com,Feature-Phone,Edge,2026-08-14T09:57:00,582,1,0,0.031,0.0466,2,1,1,975,0,0,0,0.1829
APP000269,Applicant 269,40,M,Tamil Nadu,Salem,11.4612,78.1445,Gig Worker,13747,Tractor,874000,60,1,Paddy,7.24,0.912,-102.4,+919259218970,pooja33@rediffmail.com,Android-Samsung,Firefox,2026-08-01T12:43:00,546,1,0,0.023,0.0518,0,1,1455,1282,1,0,0,0.5
APP000270,Applicant 270,36,F,UP,Varanasi,25.1761,82.6183,Farmer,19886,Used Car,539000,48,1,Cotton,11.4,0.531,77.2,+919444516870,priya37@gmail.com,Android-Samsung,Opera,2026-08-20T14:05:00,629,0,0,0.012,0.026,2,1,2225,1627,0,0,0,0.1824
APP000271,Applicant 271,46,F,Rajasthan,Udaipur,24.5666,73.7629,Farmer,12975,Tractor,930000,60,1,Wheat,2.01,0.708,-48.2,+919201828849,anita72@rediffmail.com,iPhone,Chrome,2026-08-25T14:51:00,515,0,0,0.026,0.0325,0,2,1,742,0,0,0,0.2232
APP000272,Applicant 272,35,M,West Bengal,Murshidabad,24.2158,88.6138,Farmer,10139,Tractor,675000,60,1,Groundnut,11.82,0.455,-23.6,+918067958681,rahul64@outlook.com,Other-Android,Chrome,2026-08-17T14:26:00,575,2,0,0.024,0.0571,0,2,889,1189,0,1,0,0.3208
APP000273,Applicant 273,34,F,Karnataka,Mysuru,12.5017,76.5994,Salaried,33396,Personal Loan,126000,24,0,,0.0,0.0,0.0,+918278386338,kavita85@tempmail.com,Android-Realme,Firefox,2026-08-28T20:11:00,706,1,0,0.003,0.0176,1,1,2094,778,0,0,1,0.6225
APP000274,Applicant 274,40,M,Tamil Nadu,Madurai,9.6333,77.8724,Farmer,13269,Three Wheeler,232000,36,1,Groundnut,8.44,0.566,-74.3,+919964787371,manoj48@gmail.com,Android-Samsung,InApp,2026-08-07T21:01:00,655,2,0,0.011,0.0426,2,1,1,1114,0,1,0,0.2695
APP000275,Applicant 275,42,F,UP,Varanasi,25.3731,83.241,Salaried,25668,Three Wheeler,298000,36,0,,0.0,0.0,0.0,+918930657701,pooja41@yahoo.com,Android-Samsung,Firefox,2026-08-01T09:40:00,682,1,0,0.007,0.0194,1,1,1,924,0,0,0,0.1829
APP000276,Applicant 276,34,F,Maharashtra,Latur,18.4699,76.603,Farmer,15292,Mobile Loan,6000,9,0,,0.0,0.0,0.0,+917996027749,ramesh77@gmail.com,Android-Realme,InApp,2026-08-14T15:07:00,464,1,0,0.001,0.0652,0,1,744,791,0,1,0,0.2689
APP000277,Applicant 277,33,F,Karnataka,Belagavi,16.0865,74.7375,Salaried,26828,Used Commercial Vehicle,705000,48,0,,0.0,0.0,0.0,+917563321747,arjun59@rediffmail.com,Android-Xiaomi,Opera,2026-08-07T12:44:00,614,0,0,0.012,0.0166,2,1,1240,1807,0,0,0,0.1824
APP000278,Applicant 278,39,M,Maharashtra,Nashik,20.243,73.66,Salaried,38782,Personal Loan,117000,24,0,,0.0,0.0,0.0,+918533491749,priya32@yandex.com,Android-Samsung,Opera,2026-08-08T09:35:00,708,1,0,0.003,0.0173,1,1,1095,1297,0,0,1,0.6225
APP000279,Applicant 279,24,M,Rajasthan,Jodhpur,26.4978,72.6579,Farmer,13867,Mobile Loan,12000,9,0,,0.0,0.0,0.0,+917476444349,suresh88@yandex.com,Android-Samsung,Safari,2026-08-21T09:55:00,659,1,0,0.002,0.0341,2,2,547,30,0,0,1,0.6802
APP000280,Applicant 280,42,F,Maharashtra,Aurangabad,19.8802,75.0115,Daily Wage,11985,Gold Loan,316000,12,0,,0.0,0.0,0.0,+917028293433,anita70@outlook.com,Android-Realme,InApp,2026-08-25T14:23:00,563,0,0,0.048,0.0465,0,1,639,1379,0,1,0,0.2689
APP000281,Applicant 281,36,F,MP,Bhopal,23.1812,77.6305,Driver,9315,Mobile Loan,8000,9,0,,0.0,0.0,0.0,+919221995720,suresh20@outlook.com,iPhone,Chrome,2026-08-13T20:02:00,682,0,0,0.002,0.0215,1,1,1956,1251,0,0,0,0.1824
APP000282,Applicant 282,32,M,Maharashtra,Nashik,20.1577,73.7468,Self Employed Business,21099,Used Car,245000,48,0,,0.0,0.0,0.0,+918347310764,kavita11@outlook.com,Android-Xiaomi,Opera,2026-08-20T20:39:00,577,0,0,0.005,0.0306,0,1,101,1092,1,1,0,0.6225
APP000283,Applicant 283,32,M,Maharashtra,Nashik,19.6198,74.0271,Farmer,21047,Gold Loan,249000,12,0,,0.0,0.0,0.0,+919239120498,kavita91@yahoo.com,Other-Android,Firefox,2026-08-08T21:49:00,660,0,0,0.022,0.0237,1,2,726,30,0,0,0,0.2235
APP000284,Applicant 284,25,M,Rajasthan,Udaipur,24.4657,73.5401,Driver,15878,Two Wheeler,86000,24,0,,0.0,0.0,0.0,+918455909264,anita84@yandex.com,Feature-Phone,Opera,2026-08-22T10:45:00,557,2,1,0.005,0.1322,0,1,846,1037,0,0,1,0.6225
APP000285,Applicant 285,43,F,UP,Lucknow,27.1443,81.0136,Self Employed Business,30360,Two Wheeler,79000,24,0,,0.0,0.0,0.0,+919906930248,rahul61@yandex.com,Feature-Phone,Edge,2026-08-15T19:59:00,667,2,0,0.002,0.0481,1,1,1394,1609,0,0,1,0.6225
APP000286,Applicant 286,34,M,UP,Varanasi,25.0118,82.8178,Farmer,21467,Two Wheeler,55000,24,1,Sugarcane,1.87,0.923,1.6,+918587359626,pooja47@gmail.com,Android-Realme,Firefox,2026-08-10T15:01:00,602,1,0,0.002,0.0339,2,1,2220,30,0,0,0,0.1831
APP000287,Applicant 287,45,F,Tamil Nadu,Tirunelveli,8.9815,78.0236,Self Employed Business,15908,Used Commercial Vehicle,452000,48,0,,0.0,0.0,0.0,+919429937790,deepa53@rediffmail.com,Android-Xiaomi,Safari,2026-08-17T18:29:00,647,0,0,0.013,0.0246,2,1,557,207,0,0,0,0.1824
APP000288,Applicant 288,42,M,MP,Bhopal,23.0138,77.5076,Self Employed Business,32057,Tractor,733000,60,1,Paddy,7.75,0.609,7.0,+918326492387,rahul92@gmail.com,Other-Android,Chrome,2026-08-19T16:12:00,640,0,0,0.008,0.0246,2,1,492,825,0,1,0,0.2689
APP000289,Applicant 289,44,M,MP,Indore,23.0073,75.7116,Farmer,26786,Used Car,264000,48,0,,0.0,0.0,0.0,+918460102292,manoj33@rediffmail.com,Android-Realme,Chrome,2026-08-04T09:34:00,586,1,0,0.005,0.0433,2,2,1479,1219,0,1,0,0.3208
APP000290,Applicant 290,47,M,Maharashtra,Nashik,19.639,73.5815,Salaried,36290,Used Car,415000,48,0,,0.0,0.0,0.0,+918773060475,kavita43@rediffmail.com,Other-Android,Opera,2026-08-08T15:32:00,701,0,0,0.005,0.0121,1,2,1232,227,0,1,0,0.3208
APP000291,Applicant 291,63,F,Karnataka,Belagavi,15.5168,74.6063,Gig Worker,13455,Three Wheeler,237000,36,0,,0.0,0.0,0.0,+917539324820,arjun82@rediffmail.com,Android-Xiaomi,Safari,2026-08-12T16:10:00,729,1,0,0.011,0.0274,1,1,1644,494,1,0,0,0.5
APP000292,Applicant 292,61,M,Maharashtra,Nashik,20.1888,73.8403,Driver,22589,Tractor,752000,60,1,Sugarcane,4.87,0.894,-43.7,+919513239458,rahul46@gmail.com,Android-Realme,Chrome,2026-08-13T19:07:00,719,1,0,0.012,0.0281,1,1,1130,1704,0,1,0,0.2689
APP000293,Applicant 293,35,F,Rajasthan,Jaipur,26.5251,75.9408,Driver,9558,Three Wheeler,191000,36,0,,0.0,0.0,0.0,+918381425782,kavita36@rediffmail.com,Feature-Phone,Chrome,2026-08-20T15:00:00,725,0,0,0.012,0.0189,1,3,137,968,0,0,0,0.2689
APP000294,Applicant 294,41,M,Rajasthan,Jaipur,27.1837,76.0368,Salaried,38720,Three Wheeler,210000,36,0,,0.0,0.0,0.0,+918616524533,pooja55@rediffmail.com,Android-Samsung,Chrome,2026-08-15T13:59:00,642,1,0,0.003,0.0218,2,1,963,30,0,1,0,0.2699
APP000295,Applicant 295,43,M,Bihar,Muzaffarpur,25.7266,85.7521,Daily Wage,18351,Gold Loan,500000,12,0,,0.0,0.0,0.0,+917158037796,arjun73@tempmail.com,Feature-Phone,Edge,2026-08-04T21:17:00,525,0,0,0.05,0.0526,0,1,28,527,1,0,1,0.8808
APP000296,Applicant 296,50,F,Tamil Nadu,Tirunelveli,8.8584,78.0632,Salaried,21477,Two Wheeler,41000,24,0,,0.0,0.0,0.0,+917823996116,ramesh98@tempmail.com,Android-Samsung,Edge,2026-08-21T18:41:00,682,3,0,0.002,0.0419,1,2,1539,882,0,0,1,0.6792
APP000297,Applicant 297,39,M,Rajasthan,Udaipur,24.919,73.47,Gig Worker,15986,Tractor,929000,60,1,Wheat,2.74,0.402,35.4,+917108971634,anita98@rediffmail.com,Android-Realme,Firefox,2026-08-03T18:40:00,684,2,0,0.021,0.0393,1,2,393,449,0,0,0,0.2227
APP000298,Applicant 298,29,F,Maharashtra,Aurangabad,19.9393,75.0117,Salaried,27844,Mobile Loan,27000,9,0,,0.0,0.0,0.0,+919576828779,pooja66@gmail.com,Android-Samsung,Chrome,2026-08-13T13:56:00,714,0,0,0.002,0.0116,1,2,479,587,1,1,0,0.6792
APP000299,Applicant 299,47,F,Rajasthan,Jaipur,26.8838,75.7298,Farmer,18762,Two Wheeler,78000,24,0,,0.0,0.0,0.0,+919833493147,pooja11@rediffmail.com,Other-Android,Opera,2026-08-04T13:41:00,579,2,0,0.004,0.0652,0,1,653,1303,0,0,0,0.1824
APP000300,Applicant 300,25,M,Gujarat,Surat,20.9647,73.0687,Salaried,28531,Two Wheeler,64000,24,0,,0.0,0.0,0.0,+918808211327,deepa89@rediffmail.com,Android-Samsung,Safari,2026-08-10T17:27:00,598,0,0,0.002,0.0172,2,1,398,1380,0,1,0,0.2689
APP000301,Applicant 301,36,M,Maharashtra,Nashik,20.3787,73.9022,Driver,10904,Two Wheeler,81000,24,0,,0.0,0.0,0.0,+919402819073,ramesh64@outlook.com,Android-Xiaomi,Chrome,2026-08-11T11:42:00,769,0,0,0.007,0.0161,1,1,346,30,0,0,0,0.1831
APP000302,Applicant 302,53,F,Maharashtra,Nashik,19.7449,74.1817,Salaried,33279,Tractor,403000,60,1,Soybean,8.47,0.606,-37.1,+919064789221,kavita58@yahoo.com,Android-Realme,Chrome,2026-08-03T13:01:00,710,0,0,0.004,0.0117,1,1,1544,555,0,0,0,0.1824
APP000303,Applicant 303,46,M,Karnataka,Belagavi,15.4665,74.6397,Self Employed Business,25880,Two Wheeler,114000,24,0,,0.0,0.0,0.0,+917841760174,ramesh32@outlook.com,iPhone,InApp,2026-08-26T09:21:00,694,0,0,0.004,0.0204,1,2,1,2693,0,0,0,0.2232
APP000304,Applicant 304,40,F,MP,Bhopal,23.6415,77.2082,Gig Worker,19316,Mobile Loan,19000,9,0,,0.0,0.0,0.0,+918624337430,kavita50@yandex.com,Android-Samsung,Opera,2026-08-19T11:54:00,596,0,0,0.002,0.0286,2,1,2246,1309,0,1,1,0.7311
APP000305,Applicant 305,47,F,MP,Bhopal,23.2588,77.384,Salaried,13685,Three Wheeler,267000,36,0,,0.0,0.0,0.0,+917278627610,priya75@rediffmail.com,Android-Realme,InApp,2026-08-12T16:44:00,526,1,0,0.012,0.0336,0,1,343,1156,0,0,0,0.1824
APP000306,Applicant 306,44,M,MP,Bhopal,23.3271,77.3848,Farmer,19078,Tractor,656000,60,1,Paddy,9.14,0.63,6.3,+918267221594,deepa76@outlook.com,Other-Android,Firefox,2026-08-14T15:29:00,568,1,0,0.013,0.0388,0,3,1033,872,0,0,0,0.2689
APP000307,Applicant 307,36,M,Maharashtra,Nashik,20.162,74.1882,Farmer,18836,Two Wheeler,79000,24,1,Sugarcane,8.26,0.717,9.9,+918073843390,arjun97@outlook.com,Feature-Phone,InApp,2026-08-18T12:00:00,637,0,0,0.004,0.0249,2,4,403,905,0,0,0,0.3208
APP000308,Applicant 308,32,F,Telangana,Warangal,17.8414,79.2628,Driver,19303,Consumer Durable,36000,12,0,,0.0,0.0,0.0,+919521161409,rahul69@tempmail.com,Android-Xiaomi,Edge,2026-08-25T19:26:00,689,1,0,0.003,0.0308,1,2,158,1550,0,0,1,0.6792
APP000309,Applicant 309,32,M,Gujarat,Rajkot,22.358,70.428,Daily Wage,14670,Three Wheeler,286000,36,0,,0.0,0.0,0.0,+918732455428,rahul48@outlook.com,Android-Xiaomi,Safari,2026-08-11T17:40:00,647,0,0,0.012,0.0328,2,1,1396,1140,0,0,0,0.1824
APP000310,Applicant 310,34,F,UP,Varanasi,24.9391,82.7331,Self Employed Business,30381,Used Car,455000,48,0,,0.0,0.0,0.0,+917762941246,ramesh98@yandex.com,iPhone,Firefox,2026-08-07T11:18:00,732,0,0,0.007,0.0179,1,1,412,850,0,0,1,0.6225
APP000311,Applicant 311,34,F,Tamil Nadu,Salem,11.3913,78.2061,Farmer,19480,Gold Loan,266000,12,0,,0.0,0.0,0.0,+917558054908,anita49@rediffmail.com,Android-Realme,Opera,2026-08-07T16:45:00,607,0,1,0.025,0.056,2,1,1127,30,0,1,0,0.2699
APP000312,Applicant 312,41,F,West Bengal,Murshidabad,24.0879,88.5387,Gig Worker,8220,Consumer Durable,28000,12,0,,0.0,0.0,0.0,+918959822021,kavita99@tempmail.com,Android-Xiaomi,Edge,2026-08-08T10:57:00,780,0,0,0.006,0.0155,1,1,230,30,0,0,1,0.6236
APP000313,Applicant 313,47,M,MP,Bhopal,23.6562,77.0738,Salaried,23741,Three Wheeler,187000,36,0,,0.0,0.0,0.0,+917286662713,anita73@rediffmail.com,Android-Samsung,Opera,2026-08-25T20:20:00,664,1,0,0.005,0.0206,1,1,951,224,0,0,0,0.1824
APP000314,Applicant 314,40,M,Maharashtra,Aurangabad,19.5422,75.4689,Self Employed Business,24722,Two Wheeler,75000,24,0,,0.0,0.0,0.0,+919878897555,deepa72@rediffmail.com,Feature-Phone,Edge,2026-08-05T15:52:00,603,0,0,0.003,0.0278,2,2,509,627,0,0,0,0.2227
APP000315,Applicant 315,36,M,Rajasthan,Jaipur,27.1816,76.0365,Salaried,23960,Two Wheeler,100000,24,0,,0.0,0.0,0.0,+917147939476,rahul37@rediffmail.com,Feature-Phone,InApp,2026-08-23T18:57:00,785,2,0,0.004,0.02,1,1,753,562,0,0,0,0.1824
APP000316,Applicant 316,38,M,West Bengal,Murshidabad,24.3542,87.9152,Salaried,22975,Two Wheeler,91000,24,0,,0.0,0.0,0.0,+917271319459,anita22@tempmail.com,Other-Android,Chrome,2026-08-27T13:20:00,604,0,0,0.004,0.017,2,1,1,471,0,0,1,0.6231
APP000317,Applicant 317,33,F,Karnataka,Mysuru,12.6823,76.3209,Self Employed Business,31889,Tractor,954000,60,1,Paddy,7.97,0.885,-20.2,+917938711724,manoj48@yandex.com,Other-Android,Opera,2026-08-06T12:06:00,659,0,0,0.011,0.0231,2,1,2112,713,0,0,1,0.6225
APP000318,Applicant 318,29,M,Maharashtra,Nashik,20.0002,73.9535,Gig Worker,9000,Used Commercial Vehicle,591000,48,0,,0.0,0.0,0.0,+919512714416,deepa58@yandex.com,Android-Samsung,Safari,2026-08-01T17:48:00,687,0,0,0.03,0.0222,1,1,1,1530,0,0,1,0.6231
APP000319,Applicant 319,43,M,Tamil Nadu,Tirunelveli,8.7306,78.1388,Salaried,32313,Used Commercial Vehicle,826000,48,0,,0.0,0.0,0.0,+918411712184,priya45@outlook.com,Feature-Phone,Firefox,2026-08-25T08:14:00,661,1,0,0.012,0.0208,1,1,1,527,0,0,0,0.1829
APP000320,Applicant 320,31,M,Rajasthan,Jodhpur,26.0279,72.6868,Farmer,25855,Tractor,884000,60,1,Soybean,2.71,0.378,-24.7,+917877118282,priya21@yahoo.com,Feature-Phone,Edge,2026-08-10T10:46:00,601,1,0,0.013,0.0345,2,2,1,52,0,1,0,0.3221
APP000321,Applicant 321,29,M,Andhra,Guntur,16.349,80.1771,Self Employed Business,19406,Tractor,926000,60,1,Cotton,2.29,0.523,34.0,+918638183472,manoj20@outlook.com,iPhone,Edge,2026-08-10T15:18:00,616,0,0,0.017,0.0226,2,2,444,977,0,1,0,0.3208
APP000322,Applicant 322,59,M,Rajasthan,Jodhpur,26.4493,73.39,Farmer,18348,Gold Loan,132000,12,1,Wheat,7.27,0.688,-19.5,+917534626826,manoj82@yahoo.com,Feature-Phone,Firefox,2026-08-17T19:31:00,640,0,0,0.013,0.0206,2,1,365,1142,0,1,0,0.2689
APP000323,Applicant 323,35,M,Rajasthan,Jodhpur,25.8488,73.2411,Salaried,21794,Used Commercial Vehicle,496000,48,0,,0.0,0.0,0.0,+919925158297,priya42@yahoo.com,Feature-Phone,InApp,2026-08-13T14:45:00,570,0,0,0.01,0.0194,0,1,1677,1156,0,0,0,0.1824
APP000324,Applicant 324,43,F,Andhra,Guntur,16.4659,80.0416,Farmer,15203,Used Car,504000,48,1,Cotton,4.46,0.661,-55.2,+917612949731,arjun36@tempmail.com,Android-Xiaomi,Edge,2026-08-01T09:04:00,640,0,0,0.015,0.0208,2,1,1109,1046,0,0,1,0.6225
APP000325,Applicant 325,35,M,UP,Varanasi,25.6123,82.7068,Salaried,20838,Two Wheeler,77000,24,0,,0.0,0.0,0.0,+917824139082,arjun62@rediffmail.com,Android-Realme,Chrome,2026-08-13T09:17:00,572,1,0,0.003,0.0281,0,1,1,1009,1,0,0,0.5007
APP000326,Applicant 326,44,F,Rajasthan,Jaipur,26.891,75.6569,Daily Wage,30477,Consumer Durable,36000,12,0,,0.0,0.0,0.0,+918613472342,pooja76@outlook.com,iPhone,Firefox,2026-08-12T18:56:00,566,1,0,0.002,0.0611,0,1,1517,30,0,0,0,0.1831
APP000327,Applicant 327,30,M,Gujarat,Rajkot,22.1986,70.8969,Salaried,30454,Personal Loan,124000,24,0,,0.0,0.0,0.0,+917527828031,rahul45@tempmail.com,Feature-Phone,Edge,2026-08-17T14:42:00,692,2,0,0.004,0.0274,1,5,956,781,0,1,1,0.8808
APP000328,Applicant 328,30,M,Maharashtra,Nashik,20.1849,73.6249,Self Employed Business,30717,Used Commercial Vehicle,473000,48,0,,0.0,0.0,0.0,+917349478202,kavita64@rediffmail.com,Android-Xiaomi,InApp,2026-08-05T21:33:00,727,0,0,0.007,0.0182,1,3,1086,2029,0,1,0,0.3775
APP000329,Applicant 329,22,F,Telangana,Warangal,17.7452,79.4002,Farmer,28253,Tractor,587000,60,1,Vegetables,1.71,0.78,-17.6,+917125506598,priya51@rediffmail.com,iPhone,InApp,2026-08-04T18:08:00,717,0,0,0.008,0.0189,1,1,1394,30,1,0,0,0.5012
APP000330,Applicant 330,21,M,Maharashtra,Aurangabad,19.709,75.0324,Gig Worker,16109,Three Wheeler,268000,36,0,,0.0,0.0,0.0,+918876738587,anita38@outlook.com,Android-Realme,InApp,2026-08-19T11:47:00,462,2,1,0.01,0.1766,0,1,596,1531,0,0,0,0.1824
APP000331,Applicant 331,22,M,Karnataka,Mysuru,11.9811,76.2468,Self Employed Business,33835,Consumer Durable,44000,12,0,,0.0,0.0,0.0,+917542485996,rahul94@yandex.com,iPhone,Firefox,2026-08-05T21:18:00,682,0,0,0.002,0.021,1,1,632,261,0,0,1,0.6225
APP000332,Applicant 332,37,F,Bihar,Patna,25.2412,85.3858,Self Employed Business,23334,Gold Loan,223000,12,0,,0.0,0.0,0.0,+917926446192,deepa47@tempmail.com,Android-Xiaomi,InApp,2026-08-07T21:46:00,563,1,0,0.018,0.048,0,1,2125,337,0,0,1,0.6225
